#,NES Game,Main Category,# of Runners,Game Value,Mod #R,GVC,GVP,LTM,L,*1.8,.4%+,Min,Relevant Link
1,Super Mario Bros.,any%,1863,1000,3651.48,1000,1000,1.96,,1800,1000,100,https://www.speedrun.com/smb1
2,Super Mario Bros. 3,No WW any%,582,1000,1262.94,1000,1000,2.17,,1800,1000,100,https://www.speedrun.com/smb3?h=Any_No_Wrong_Warp&x=ndxjyj2q
3,"Legend of Zelda, The",No Up+A any%,430,1000,1075,1000,1000,2.5,,1800,1000,100,https://www.speedrun.com/the_legend_of_zelda
4,Chip 'n Dale Rescue Rangers,any%,457,1000,968.84,1000,1000,2.12,,1800,1000,100,https://www.speedrun.com/chipndale
5,Castlevania,any% + Easy Mode,442,990,954.72,990,990,2.16,,1790,990,100,https://www.speedrun.com/cv1
6,Ninja Gaiden,any%,391,990,860.2,990,990,2.2,,1790,990,100,https://www.speedrun.com/ngnes
7,Contra,any%,405,990,858.6,990,990,2.12,,1790,990,100,https://www.speedrun.com/contra
8,DuckTales,any%,410,990,836.4,990,990,2.04,,1790,990,100,https://www.speedrun.com/dt
9,Tetris,100 Lines + 0 Line Start,422,980,784.92,980,980,1.86,,1770,980,100,https://www.speedrun.com/tetrisnes
10,Donkey Kong,1 Loop (Game A),425,980,756.5,980,980,1.78,,1770,980,100,https://www.speedrun.com/donkey_kong
11,Super Mario Bros. 2,any%,348,980,723.84,980,980,2.08,,1770,980,100,https://www.speedrun.com/smb2
13,Zelda II: The Adventure of Link,"100% All Keys, 1CC",236,980,590,970,970,2.5,Y,1750,980,100,https://www.speedrun.com/zelda_ii_the_adventure_of_link
12,Mega Man 2,any% Normal/Difficult,287,970,717.5,970,970,2.5,,1750,980,100,https://megamanleaderboards.net/index.php?game=2
14,Strider,any%,304,970,577.6,970,970,1.9,,1750,980,100,https://www.speedrun.com/stridernes
15,Mega Man 3,any%,230,970,575,970,970,2.5,,1750,980,100,https://megamanleaderboards.net/index.php?game=3
16,Mega Man,All Stages,237,960,568.8,960,960,2.4,,1730,970,100,https://megamanleaderboards.net/index.php?game=1
17,"Little Mermaid, The",any%,271,960,547.42,960,960,2.02,,1730,970,100,https://www.speedrun.com/littlemermaidnes
18,Mega Man 4,any%,178,960,445,960,960,2.5,,1730,970,100,https://megamanleaderboards.net/index.php?game=4
19,Batman: The Video Game,any%,181,950,383.72,950,950,2.12,,1710,970,100,https://www.speedrun.com/batman_the_video_game_nes
20,Castlevania II: Simon's Quest,any% (regular/glitchless/noWW),147,950,367.5,950,950,2.5,,1710,970,100,https://www.speedrun.com/cv2sq
21,Marble Madness,any%,193,950,358.98,950,950,1.86,,1710,970,100,https://www.speedrun.com/marblemadness
22,Dr. Mario,0-10,218,950,353.16,950,950,1.62,,1710,970,100,https://www.speedrun.com/drmariones
23,Super C,any%,151,940,341.26,940,940,2.26,,1700,960,100,https://www.speedrun.com/super_c
24,DuckTales 2,any%,160,940,336,940,940,2.1,,1700,960,100,https://www.speedrun.com/dt2
25,Kirby's Adventure,any% NMG,134,940,335,940,940,2.5,,1700,960,100,https://www.speedrun.com/ka
26,Mega Man 5,any%,133,940,332.5,940,940,2.5,,1700,960,100,https://megamanleaderboards.net/index.php?game=5
27,Metroid,any% + All Bosses + both Classic,152,930,319.2,930,930,2.1,,1680,950,100,https://www.speedrun.com/metroid_nes?h=All_Bosses&x=zd3l3ord
28,Kung-Fu Master,any%,167,930,318.97,930,930,1.91,,1680,950,100,https://www.speedrun.com/kung_fu
29,Where's Waldo?,Easy,171,930,312.93,930,930,1.83,,1680,950,100,https://www.speedrun.com/wwnes
30,Ninja Gaiden II: The Dark Sword of Chaos,any%,146,920,310.98,920,920,2.13,,1660,950,100,https://www.speedrun.com/ng2nes
31,Punch-Out!!,Single Segment,129,920,299.28,920,920,2.32,,1660,950,100,https://www.speedrun.com/mtpo
32,Mega Man 6,any%,119,920,297.5,920,920,2.5,,1660,950,100,https://megamanleaderboards.net/index.php?game=6
33,Super Dodge Ball,Easy 100%,145,920,284.2,920,920,1.96,,1660,950,100,https://www.speedrun.com/superdodgeball
50,StarTropics,any%,71,920,177.5,870,870,2.5,Y,1570,920,100,https://www.speedrun.com/startropics
34,Darkwing Duck,any%,123,910,271.83,910,910,2.21,,1640,940,100,https://www.speedrun.com/dwd
35,Teenage Mutant Ninja Turtles,any%,111,910,261.96,910,910,2.36,,1640,940,100,https://www.speedrun.com/tmnt1
36,Chip 'n Dale Rescue Rangers 2,any%,106,910,243.8,910,910,2.3,,1640,940,100,https://www.speedrun.com/chip_n_dale_rescue_rangers_2
37,Donkey Kong Jr.,1 Loop (Game A),182,910,236.6,910,910,1.3,,1640,940,100,https://www.speedrun.com/dkjr
38,Little Nemo: The Dream Master,any%,94,900,234.06,900,900,2.49,,1620,940,100,https://www.speedrun.com/little_nemo_the_dream_master
39,Ninja Gaiden III: The Ancient Ship of Doom,any% (U/J),103,900,230.72,900,900,2.24,,1620,940,100,https://www.speedrun.com/ng3nes
40,Jackal,any%,104,900,214.24,900,900,2.06,,1620,940,100,https://www.speedrun.com/jackal
41,Die Hard,any% Beginner,117,890,212.94,890,890,1.82,,1610,930,100,https://www.speedrun.com/die_hard_nes
42,Pac-Man (Namco),10000 Points,159,890,201.93,890,890,1.27,,1610,930,100,https://www.speedrun.com/pacman
43,Castlevania III: Dracula's Curse,any% no WW (all 8 NES/FC chars),78,890,195,890,890,2.5,,1610,930,100,https://www.speedrun.com/cv3dc
44,Jaws,any%,103,890,194.67,890,890,1.89,,1610,930,100,https://www.speedrun.com/jaws
45,"Goonies II, The",any% No OoB,83,880,193.39,880,880,2.33,,1590,920,100,https://www.speedrun.com/the_goonies_ii
46,Duck Hunt,100000 points Game B,103,880,192.61,880,880,1.87,,1590,920,100,https://www.speedrun.com/dh
47,Popeye,any%,99,880,187.11,880,880,1.89,,1590,920,100,https://www.speedrun.com/popeye
48,Donkey Kong 3,Beat Level 3 (Game A),141,880,179.07,880,880,1.27,,1590,920,100,https://www.speedrun.com/donkey_kong_3
49,"Karate Kid, The",any%,93,870,178.56,870,870,1.92,,1570,920,100,https://www.speedrun.com/tkk
51,Battletoads,any% no Credits Warp,77,870,173.25,870,870,2.25,,1570,920,100,https://www.speedrun.com/battletoads_nes
52,A Boy and His Blob: Trouble on Blobolonia,any%,95,870,171.95,870,870,1.81,,1570,920,100,https://www.speedrun.com/blobnes
53,Friday the 13th,any%,91,860,170.17,860,860,1.87,,1550,910,100,https://www.speedrun.com/friday13
54,Shadowgate,Glitchless,78,860,170.04,860,860,2.18,,1550,910,100,https://www.speedrun.com/shdwgt
55,Felix the Cat,any%,66,860,163.68,860,860,2.48,,1550,910,100,https://www.speedrun.com/felix_the_cat_nes
56,Teenage Mutant Ninja Turtles II: The Arcade Game,any%,65,860,162.5,860,860,2.5,,1550,910,100,https://www.speedrun.com/tmnt2
84,Dragon Warrior,any% No RNG Manip,49,860,122.5,780,780,2.5,Y,1410,860,100,https://www.speedrun.com/dw1
57,Ghoul School,any%,83,850,160.19,850,850,1.93,,1530,910,100,https://www.speedrun.com/ghoul_school
58,Balloon Fight,Beat phase 12,84,850,158.76,850,850,1.89,,1530,910,100,https://www.speedrun.com/balloonfight
59,Journey to Silius,any% + Warpless,75,850,156,850,850,2.08,,1530,910,100,https://www.speedrun.com/journey_to_silius
60,Golf,Complete hole 18,100,840,153,840,840,1.53,,1520,900,100,https://www.speedrun.com/golf
61,Rygar,any%,75,840,152.25,840,840,2.03,,1520,900,100,https://www.speedrun.com/rygar
62,Panic Restaurant,any%,66,840,150.48,840,840,2.28,,1520,900,100,https://www.speedrun.com/panic_restaurant
63,Kabuki: Quantum Fighter,any%,70,840,149.1,840,840,2.13,,1520,900,100,https://www.speedrun.com/kabuki_quantum_fighter
64,Mr. Gimmick!,any% + zipless,75,830,147,830,830,1.96,,1500,890,100,https://www.speedrun.com/gimmick
65,Gremlins 2: The New Batch,any%,71,830,145.55,830,830,2.05,,1500,890,100,https://www.speedrun.com/gremlins2nes
66,Kid Icarus,any%,59,830,145.14,830,830,2.46,,1500,890,100,https://www.speedrun.com/ki
67,Double Dragon,any%,65,830,137.8,830,830,2.12,,1500,890,100,https://www.speedrun.com/doubledragon
68,Monster in My Pocket,any%,58,820,136.3,820,820,2.35,,1480,890,100,https://www.speedrun.com/monster_in_my_pocket
69,Super Pitfall,any%,69,820,135.24,820,820,1.96,,1480,890,100,https://www.speedrun.com/super_pitfall
70,Donkey Kong Jr. Math,Calculate A,75,820,133.5,820,820,1.78,,1480,890,100,https://www.speedrun.com/donkey_kong_jr._math
71,Double Dragon II: The Revenge,any%,62,820,132.68,820,820,2.14,,1480,890,100,https://www.speedrun.com/doubledragon2
72,Bucky O'Hare,"Normal Mode, any% no Turbo",53,810,132.5,810,810,2.5,,1460,880,100,https://www.speedrun.com/bucky
73,Shadow of the Ninja,any%,61,810,131.76,810,810,2.16,,1460,880,100,https://www.speedrun.com/shadow_of_the_ninja
74,"Chessmaster, The",Newcomer 1,75,810,131.25,810,810,1.75,,1460,880,100,https://www.speedrun.com/the_chessmaster_nes
75,A Nightmare on Elm Street,any%,56,810,131.04,810,810,2.34,,1460,880,100,https://www.speedrun.com/anoes
76,Karnov,any%,62,800,130.2,800,800,2.1,,1440,880,100,https://www.speedrun.com/karnov
77,Galaga,30k Points,100,800,128,800,800,1.28,,1440,880,100,https://www.speedrun.com/galaga_nes
78,NES Open Tournament Golf,US/UK/Japan Courses,81,800,127.98,800,800,1.58,,1440,880,100,https://www.speedrun.com/nesopen
79,Blaster Master,any% (both US and JP),51,800,127.5,800,800,2.5,,1440,880,100,https://www.speedrun.com/blaster_master?h=Any_US&x=xk9ll7vk
128,Final Fantasy,any%,34,800,85,680,680,2.5,Y,1230,800,100,https://www.speedrun.com/final_fantasy_nes?h=Any_US_no_RNG_manip&x=jdzvqmgk
80,Urban Champion,any%,72,790,126.72,790,790,1.76,,1430,870,100,https://www.speedrun.com/urban_champion
81,Power Blade,any% Normal,53,790,126.14,790,790,2.38,,1430,870,100,https://www.speedrun.com/power_blade
82,Excitebike,Selection A,64,790,125.44,790,790,1.96,,1430,870,100,https://www.speedrun.com/excitebike_nes
83,Little Samson,any% Easy,59,790,123.9,790,790,2.1,,1430,870,100,https://www.speedrun.com/little_samson
85,Mighty Final Fight,any%,53,780,121.9,780,780,2.3,,1410,860,100,https://www.speedrun.com/mightyfinalfight?h=any-haggar&x=wk6gg5od-68kyjgkl.lr3jz70l
86,Hammerin' Harry,any%,60,780,121.8,780,780,2.03,,1410,860,100,https://www.speedrun.com/hammerin
87,Tiny Toon Adventures,any%,54,780,120.96,780,780,2.24,,1410,860,100,https://www.speedrun.com/tta
88,Pinball,"100K, Game A",67,770,120.6,770,770,1.8,,1390,860,100,https://www.speedrun.com/pinball
89,Metal Storm,any%,55,770,116.05,770,770,2.11,,1390,860,100,https://www.speedrun.com/metal_storm
90,River City Ransom,Novice,58,770,115.42,770,770,1.99,,1390,860,100,https://www.speedrun.com/rivercityransom
91,TaleSpin,any%,49,770,115.15,770,770,2.35,,1390,860,100,https://www.speedrun.com/talespin_nes
92,Solstice: The Quest for the Staff of Demnos,any%,58,760,114.26,760,760,1.97,,1370,850,100,https://www.speedrun.com/solstice_quest_for_the_staff_of_demnos
93,Adventures in the Magic Kingdom,any%,53,760,112.89,760,760,2.13,,1370,850,100,https://www.speedrun.com/adventures_in_the_magic_kingdom
94,Barbie,any%,50,760,111.5,760,760,2.23,,1370,850,100,https://www.speedrun.com/barbienes
95,Tetris 2,10 Rounds,79,760,110.6,760,760,1.4,,1370,850,100,https://www.speedrun.com/tetris_2_nes
163,Wario's Woods,"99 Rounds, Type A",27,760,67.5,600,600,2.5,Y,1080,760,100,https://www.speedrun.com/warios_woods_nes
